invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,hour,day_of_week,month,Revenue,Profit,price_range,time_segment,is_weekend,transaction_size
9288,WALM069,Rockwall,Fashion accessories,29.0,3.0,2020-07-31,1900-01-01 15:05:00,Cash,5.0,0.33,15,Friday,July,87.0,28.71,Medium,Afternoon,False,Medium
9289,WALM073,Seguin,Home and lifestyle,19.0,1.0,2023-06-26,1900-01-01 10:26:00,Cash,7.0,0.33,10,Monday,June,19.0,6.2700000000000005,Low,Morning,False,Small
9290,WALM054,Sherman,Fashion accessories,34.0,3.0,2022-11-27,1900-01-01 16:38:00,Cash,6.0,0.33,16,Sunday,November,102.0,33.660000000000004,Medium,Afternoon,True,Medium
9291,WALM025,Waco,Home and lifestyle,63.0,1.0,2022-09-10,1900-01-01 14:41:00,Cash,3.0,0.48,14,Saturday,September,63.0,30.24,High,Afternoon,True,Medium
9292,WALM035,San Angelo,Fashion accessories,64.0,3.0,2023-06-23,1900-01-01 11:01:00,Cash,4.0,0.48,11,Friday,June,192.0,92.16,High,Morning,False,Large
9293,WALM086,Rosenberg,Home and lifestyle,56.0,3.0,2021-01-03,1900-01-01 13:19:00,Cash,7.0,0.33,13,Sunday,January,168.0,55.440000000000005,High,Afternoon,True,Large
9294,WALM009,Plano,Fashion accessories,54.0,1.0,2023-07-06,1900-01-01 10:21:00,Cash,6.0,0.48,10,Thursday,July,54.0,25.919999999999998,High,Morning,False,Medium
9295,WALM089,Southlake,Home and lifestyle,85.0,3.0,2021-11-01,1900-01-01 12:16:00,Cash,3.0,0.33,12,Monday,November,255.0,84.15,High,Morning,False,Large
9296,WALM025,Waco,Fashion accessories,29.0,2.0,2021-03-11,1900-01-01 16:33:00,Cash,6.0,0.48,16,Thursday,March,58.0,27.84,Medium,Afternoon,False,Medium
9297,WALM074,Weslaco,Home and lifestyle,24.0,3.0,2023-05-11,1900-01-01 07:33:00,Cash,6.0,0.33,7,Thursday,May,72.0,23.76,Medium,Morning,False,Medium
9298,WALM089,Southlake,Fashion accessories,18.0,1.0,2022-02-07,1900-01-01 16:08:00,Cash,4.0,0.33,16,Monday,February,18.0,5.94,Low,Afternoon,False,Small
9299,WALM035,San Angelo,Home and lifestyle,37.0,3.0,2020-11-26,1900-01-01 13:21:00,Cash,4.0,0.48,13,Thursday,November,111.0,53.28,Medium,Afternoon,False,Medium
9300,WALM075,San Marcos,Fashion accessories,68.0,1.0,2021-12-02,1900-01-01 11:56:00,Cash,3.0,0.33,11,Thursday,December,68.0,22.44,High,Morning,False,Medium
9301,WALM084,Schertz,Home and lifestyle,41.0,2.0,2021-04-13,1900-01-01 14:09:00,Cash,4.0,0.33,14,Tuesday,April,82.0,27.060000000000002,Medium,Afternoon,False,Medium
9302,WALM075,San Marcos,Fashion accessories,59.0,3.0,2022-04-11,1900-01-01 15:39:00,Cash,6.0,0.33,15,Monday,April,177.0,58.410000000000004,High,Afternoon,False,Large
9303,WALM035,San Angelo,Home and lifestyle,73.0,1.0,2023-05-10,1900-01-01 16:30:00,Cash,4.0,0.48,16,Wednesday,May,73.0,35.04,High,Afternoon,False,Medium
9304,WALM075,San Marcos,Fashion accessories,74.0,2.0,2023-02-05,1900-01-01 08:48:00,Cash,4.0,0.33,8,Sunday,February,148.0,48.84,High,Morning,True,Medium
9305,WALM032,Tyler,Home and lifestyle,78.0,3.0,2020-01-24,1900-01-01 11:34:00,Cash,7.0,0.48,11,Friday,January,234.0,112.32,High,Morning,False,Large
9306,WALM099,Weatherford,Fashion accessories,55.0,3.0,2022-10-05,1900-01-01 10:43:00,Cash,5.0,0.18,10,Wednesday,October,165.0,29.7,High,Morning,False,Large
9307,WALM082,Weslaco,Home and lifestyle,45.0,3.0,2021-02-22,1900-01-01 13:06:00,Cash,5.0,0.33,13,Monday,February,135.0,44.550000000000004,Medium,Afternoon,False,Medium
9308,WALM056,Rowlett,Fashion accessories,65.0,3.0,2023-12-15,1900-01-01 07:36:00,Cash,5.0,0.33,7,Friday,December,195.0,64.35000000000001,High,Morning,False,Large
9309,WALM099,Weatherford,Home and lifestyle,19.0,2.0,2023-09-19,1900-01-01 14:56:00,Cash,7.0,0.18,14,Tuesday,September,38.0,6.84,Low,Afternoon,False,Small
9310,WALM058,Port Arthur,Fashion accessories,54.0,3.0,2022-10-09,1900-01-01 07:30:00,Cash,3.0,0.33,7,Sunday,October,162.0,53.46,High,Morning,True,Large
9311,WALM074,Weslaco,Home and lifestyle,74.0,1.0,2020-02-23,1900-01-01 13:30:00,Cash,4.0,0.33,13,Sunday,February,74.0,24.42,High,Afternoon,True,Medium
9312,WALM074,Weslaco,Fashion accessories,44.0,3.0,2022-10-22,1900-01-01 09:06:00,Cash,3.0,0.33,9,Saturday,October,132.0,43.56,Medium,Morning,True,Medium
9313,WALM069,Rockwall,Home and lifestyle,21.0,3.0,2023-01-18,1900-01-01 09:11:00,Cash,4.0,0.33,9,Wednesday,January,63.0,20.790000000000003,Medium,Morning,False,Medium
9314,WALM029,Round Rock,Fashion accessories,38.0,1.0,2020-09-07,1900-01-01 10:33:00,Cash,6.0,0.48,10,Monday,September,38.0,18.24,Medium,Morning,False,Small
9315,WALM075,San Marcos,Home and lifestyle,82.0,3.0,2021-09-02,1900-01-01 09:15:00,Cash,5.0,0.33,9,Thursday,September,246.0,81.18,High,Morning,False,Large
9316,WALM029,Round Rock,Fashion accessories,74.0,1.0,2023-10-26,1900-01-01 12:34:00,Cash,4.0,0.48,12,Thursday,October,74.0,35.519999999999996,High,Morning,False,Medium
9317,WALM029,Round Rock,Home and lifestyle,21.0,2.0,2022-06-17,1900-01-01 09:32:00,Cash,5.0,0.48,9,Friday,June,42.0,20.16,Medium,Morning,False,Small
9318,WALM069,Rockwall,Fashion accessories,76.0,1.0,2023-12-23,1900-01-01 10:13:00,Cash,3.0,0.33,10,Saturday,December,76.0,25.080000000000002,High,Morning,True,Medium
9319,WALM069,Rockwall,Home and lifestyle,16.0,1.0,2023-03-07,1900-01-01 12:50:00,Cash,3.0,0.33,12,Tuesday,March,16.0,5.28,Low,Morning,False,Small
9320,WALM025,Waco,Fashion accessories,76.0,3.0,2023-08-20,1900-01-01 06:30:00,Cash,7.0,0.48,6,Sunday,August,228.0,109.44,High,Night,True,Large
9321,WALM025,Waco,Home and lifestyle,53.0,1.0,2022-02-07,1900-01-01 12:06:00,Cash,6.0,0.48,12,Monday,February,53.0,25.439999999999998,High,Morning,False,Medium
9322,WALM075,San Marcos,Fashion accessories,81.0,1.0,2021-11-27,1900-01-01 11:27:00,Cash,6.0,0.33,11,Saturday,November,81.0,26.73,High,Morning,True,Medium
9323,WALM055,Waxahachie,Home and lifestyle,47.0,2.0,2021-09-22,1900-01-01 11:30:00,Cash,5.0,0.33,11,Wednesday,September,94.0,31.020000000000003,Medium,Morning,False,Medium
9324,WALM082,Weslaco,Fashion accessories,75.0,1.0,2022-04-15,1900-01-01 10:33:00,Cash,3.0,0.33,10,Friday,April,75.0,24.75,High,Morning,False,Medium
9325,WALM086,Rosenberg,Home and lifestyle,15.0,3.0,2021-10-05,1900-01-01 16:45:00,Cash,6.0,0.33,16,Tuesday,October,45.0,14.850000000000001,Low,Afternoon,False,Small
9326,WALM055,Waxahachie,Fashion accessories,58.0,2.0,2023-09-20,1900-01-01 06:59:00,Cash,7.0,0.33,6,Wednesday,September,116.0,38.28,High,Night,False,Medium
9327,WALM003,San Antonio,Home and lifestyle,71.0,2.0,2021-01-24,1900-01-01 11:57:00,Cash,5.0,0.48,11,Sunday,January,142.0,68.16,High,Morning,True,Medium
9328,WALM025,Waco,Fashion accessories,62.0,1.0,2021-03-11,1900-01-01 10:00:00,Cash,7.0,0.48,10,Thursday,March,62.0,29.759999999999998,High,Morning,False,Medium
9329,WALM056,Rowlett,Home and lifestyle,57.0,1.0,2020-09-23,1900-01-01 07:20:00,Cash,3.0,0.33,7,Wednesday,September,57.0,18.810000000000002,High,Morning,False,Medium
9330,WALM046,Temple,Fashion accessories,59.0,3.0,2021-02-07,1900-01-01 10:12:00,Cash,4.0,0.48,10,Sunday,February,177.0,84.96,High,Morning,True,Large
9331,WALM082,Weslaco,Home and lifestyle,17.0,3.0,2022-12-13,1900-01-01 12:18:00,Cash,4.0,0.33,12,Tuesday,December,51.0,16.830000000000002,Low,Morning,False,Medium
9332,WALM099,Weatherford,Fashion accessories,56.0,1.0,2023-07-18,1900-01-01 11:00:00,Cash,7.0,0.18,11,Tuesday,July,56.0,10.08,High,Morning,False,Medium
9333,WALM054,Sherman,Home and lifestyle,68.0,3.0,2020-05-22,1900-01-01 07:34:00,Cash,7.0,0.21,7,Friday,May,204.0,42.839999999999996,High,Morning,False,Large
9334,WALM056,Rowlett,Fashion accessories,61.0,3.0,2021-09-04,1900-01-01 08:56:00,Cash,5.0,0.33,8,Saturday,September,183.0,60.39,High,Morning,True,Large
9335,WALM029,Round Rock,Home and lifestyle,24.0,3.0,2023-02-05,1900-01-01 07:06:00,Cash,4.0,0.48,7,Sunday,February,72.0,34.56,Medium,Morning,True,Medium
9336,WALM009,Plano,Fashion accessories,72.0,2.0,2023-10-08,1900-01-01 09:51:00,Cash,4.0,0.48,9,Sunday,October,144.0,69.12,High,Morning,True,Medium
9337,WALM089,Southlake,Home and lifestyle,36.0,1.0,2021-06-27,1900-01-01 11:54:00,Cash,5.0,0.33,11,Sunday,June,36.0,11.88,Medium,Morning,True,Small
9338,WALM029,Round Rock,Fashion accessories,19.0,1.0,2020-02-10,1900-01-01 14:18:00,Cash,6.0,0.48,14,Monday,February,19.0,9.12,Low,Afternoon,False,Small
9339,WALM074,Weslaco,Home and lifestyle,50.0,1.0,2021-03-23,1900-01-01 06:34:00,Cash,7.0,0.33,6,Tuesday,March,50.0,16.5,Medium,Night,False,Small
9340,WALM069,Rockwall,Fashion accessories,83.0,2.0,2020-05-24,1900-01-01 11:08:00,Cash,3.0,0.33,11,Sunday,May,166.0,54.78,High,Morning,True,Large
9341,WALM086,Rosenberg,Home and lifestyle,84.0,2.0,2020-01-27,1900-01-01 12:23:00,Cash,3.0,0.33,12,Monday,January,168.0,55.440000000000005,High,Morning,False,Large
9342,WALM082,Weslaco,Fashion accessories,80.0,1.0,2021-07-05,1900-01-01 10:29:00,Cash,7.0,0.33,10,Monday,July,80.0,26.400000000000002,High,Morning,False,Medium
9343,WALM086,Rosenberg,Home and lifestyle,19.0,2.0,2021-04-26,1900-01-01 09:14:00,Cash,7.0,0.33,9,Monday,April,38.0,12.540000000000001,Low,Morning,False,Small
9344,WALM073,Seguin,Fashion accessories,69.0,1.0,2022-08-09,1900-01-01 13:23:00,Cash,7.0,0.33,13,Tuesday,August,69.0,22.77,High,Afternoon,False,Medium
9345,WALM054,Sherman,Home and lifestyle,63.0,2.0,2022-03-30,1900-01-01 10:28:00,Cash,3.0,0.21,10,Wednesday,March,126.0,26.459999999999997,High,Morning,False,Medium
9346,WALM050,Victoria,Fashion accessories,72.0,2.0,2020-04-16,1900-01-01 10:49:00,Credit card,6.0,0.48,10,Thursday,April,144.0,69.12,High,Morning,False,Medium
9347,WALM009,Plano,Home and lifestyle,34.0,2.0,2023-02-13,1900-01-01 16:10:00,Cash,6.0,0.48,16,Monday,February,68.0,32.64,Medium,Afternoon,False,Medium
9348,WALM038,Sugar Land,Fashion accessories,32.0,3.0,2020-05-24,1900-01-01 07:49:00,Cash,7.0,0.48,7,Sunday,May,96.0,46.08,Medium,Morning,True,Medium
9349,WALM058,Port Arthur,Home and lifestyle,40.0,2.0,2020-12-31,1900-01-01 11:16:00,Cash,4.0,0.33,11,Thursday,December,80.0,26.400000000000002,Medium,Morning,False,Medium
9350,WALM035,San Angelo,Fashion accessories,60.0,2.0,2020-11-11,1900-01-01 07:13:00,Cash,3.0,0.48,7,Wednesday,November,120.0,57.599999999999994,High,Morning,False,Medium
9351,WALM087,Waxahachie,Home and lifestyle,19.0,3.0,2020-04-24,1900-01-01 11:23:00,Cash,7.0,0.33,11,Friday,April,57.0,18.810000000000002,Low,Morning,False,Medium
9352,WALM032,Tyler,Fashion accessories,70.0,1.0,2022-06-22,1900-01-01 14:54:00,Cash,3.0,0.48,14,Wednesday,June,70.0,33.6,High,Afternoon,False,Medium
9353,WALM030,Richardson,Home and lifestyle,47.0,3.0,2023-01-24,1900-01-01 15:24:00,Cash,3.0,0.48,15,Tuesday,January,141.0,67.67999999999999,Medium,Afternoon,False,Medium
9354,WALM030,Richardson,Fashion accessories,61.0,2.0,2020-04-27,1900-01-01 15:32:00,Cash,3.0,0.48,15,Monday,April,122.0,58.559999999999995,High,Afternoon,False,Medium
9355,WALM035,San Angelo,Home and lifestyle,31.0,2.0,2023-09-15,1900-01-01 16:28:00,Cash,5.0,0.48,16,Friday,September,62.0,29.759999999999998,Medium,Afternoon,False,Medium
9356,WALM054,Sherman,Fashion accessories,50.0,1.0,2021-12-10,1900-01-01 13:12:00,Cash,5.0,0.33,13,Friday,December,50.0,16.5,Medium,Afternoon,False,Small
9357,WALM029,Round Rock,Home and lifestyle,82.0,3.0,2021-07-24,1900-01-01 13:37:00,Cash,7.0,0.48,13,Saturday,July,246.0,118.08,High,Afternoon,True,Large
9358,WALM099,Weatherford,Fashion accessories,47.0,3.0,2022-07-11,1900-01-01 13:03:00,Cash,6.0,0.18,13,Monday,July,141.0,25.38,Medium,Afternoon,False,Medium
9359,WALM055,Waxahachie,Home and lifestyle,63.0,2.0,2020-12-20,1900-01-01 13:00:00,Cash,3.0,0.33,13,Sunday,December,126.0,41.580000000000005,High,Afternoon,True,Medium
9360,WALM009,Plano,Fashion accessories,82.0,3.0,2023-07-19,1900-01-01 07:08:00,Cash,4.0,0.48,7,Wednesday,July,246.0,118.08,High,Morning,False,Large
9361,WALM075,San Marcos,Home and lifestyle,77.0,3.0,2021-10-17,1900-01-01 11:33:00,Cash,4.0,0.33,11,Sunday,October,231.0,76.23,High,Morning,True,Large
9362,WALM009,Plano,Fashion accessories,83.0,3.0,2023-10-14,1900-01-01 11:42:00,Cash,5.0,0.48,11,Saturday,October,249.0,119.52,High,Morning,True,Large
9363,WALM050,Victoria,Home and lifestyle,60.0,2.0,2020-03-29,1900-01-01 15:06:00,Credit card,7.0,0.48,15,Sunday,March,120.0,57.599999999999994,High,Afternoon,True,Medium
9364,WALM084,Schertz,Fashion accessories,46.0,1.0,2022-12-26,1900-01-01 14:18:00,Cash,6.0,0.33,14,Monday,December,46.0,15.180000000000001,Medium,Afternoon,False,Small
9365,WALM054,Sherman,Home and lifestyle,56.0,3.0,2020-09-22,1900-01-01 09:11:00,Cash,7.0,0.21,9,Tuesday,September,168.0,35.28,High,Morning,False,Large
9366,WALM065,Texas City,Fashion accessories,67.0,3.0,2023-06-13,1900-01-01 07:29:00,Cash,6.0,0.33,7,Tuesday,June,201.0,66.33,High,Morning,False,Large
9367,WALM038,Sugar Land,Home and lifestyle,66.0,2.0,2023-05-05,1900-01-01 08:05:00,Cash,4.0,0.48,8,Friday,May,132.0,63.36,High,Morning,False,Medium
9368,WALM038,Sugar Land,Fashion accessories,15.0,3.0,2022-05-14,1900-01-01 14:43:00,Cash,6.0,0.48,14,Saturday,May,45.0,21.599999999999998,Low,Afternoon,True,Small
9369,WALM086,Rosenberg,Home and lifestyle,68.0,1.0,2020-11-17,1900-01-01 09:09:00,Cash,5.0,0.33,9,Tuesday,November,68.0,22.44,High,Morning,False,Medium
9370,WALM029,Round Rock,Fashion accessories,53.0,1.0,2023-01-01,1900-01-01 12:46:00,Cash,6.0,0.48,12,Sunday,January,53.0,25.439999999999998,High,Morning,True,Medium
9371,WALM082,Weslaco,Home and lifestyle,84.0,1.0,2020-05-21,1900-01-01 09:39:00,Cash,7.0,0.33,9,Thursday,May,84.0,27.720000000000002,High,Morning,False,Medium
9372,WALM086,Rosenberg,Fashion accessories,29.0,1.0,2023-11-14,1900-01-01 07:57:00,Cash,3.0,0.33,7,Tuesday,November,29.0,9.57,Medium,Morning,False,Small
9373,WALM099,Weatherford,Home and lifestyle,79.0,3.0,2023-07-09,1900-01-01 15:16:00,Cash,6.0,0.18,15,Sunday,July,237.0,42.66,High,Afternoon,True,Large
9374,WALM056,Rowlett,Fashion accessories,41.0,3.0,2023-08-25,1900-01-01 07:05:00,Cash,4.0,0.33,7,Friday,August,123.0,40.59,Medium,Morning,False,Medium
9375,WALM073,Seguin,Home and lifestyle,40.0,2.0,2023-04-21,1900-01-01 06:46:00,Cash,4.0,0.33,6,Friday,April,80.0,26.400000000000002,Medium,Night,False,Medium
9376,WALM086,Rosenberg,Fashion accessories,17.0,3.0,2021-07-27,1900-01-01 11:30:00,Cash,3.0,0.33,11,Tuesday,July,51.0,16.830000000000002,Low,Morning,False,Medium
9377,WALM089,Southlake,Home and lifestyle,76.0,1.0,2020-05-01,1900-01-01 14:13:00,Cash,5.0,0.33,14,Friday,May,76.0,25.080000000000002,High,Afternoon,False,Medium
9378,WALM056,Rowlett,Fashion accessories,30.0,1.0,2023-09-22,1900-01-01 06:09:00,Cash,5.0,0.33,6,Friday,September,30.0,9.9,Medium,Night,False,Small
9379,WALM054,Sherman,Home and lifestyle,46.0,1.0,2022-04-30,1900-01-01 14:42:00,Cash,5.0,0.21,14,Saturday,April,46.0,9.66,Medium,Afternoon,True,Small
9380,WALM087,Waxahachie,Fashion accessories,23.0,1.0,2021-12-15,1900-01-01 11:49:00,Cash,7.0,0.33,11,Wednesday,December,23.0,7.590000000000001,Medium,Morning,False,Small
9381,WALM073,Seguin,Home and lifestyle,63.0,2.0,2023-07-10,1900-01-01 06:44:00,Cash,7.0,0.33,6,Monday,July,126.0,41.580000000000005,High,Night,False,Medium
9382,WALM029,Round Rock,Fashion accessories,71.0,3.0,2023-01-28,1900-01-01 14:10:00,Cash,5.0,0.48,14,Saturday,January,213.0,102.24,High,Afternoon,True,Large
9383,WALM065,Texas City,Home and lifestyle,83.0,2.0,2022-12-08,1900-01-01 09:06:00,Cash,6.0,0.33,9,Thursday,December,166.0,54.78,High,Morning,False,Large
9384,WALM058,Port Arthur,Fashion accessories,52.0,2.0,2022-04-16,1900-01-01 12:11:00,Cash,3.0,0.33,12,Saturday,April,104.0,34.32,High,Morning,True,Medium
9385,WALM089,Southlake,Home and lifestyle,56.0,3.0,2022-01-22,1900-01-01 07:05:00,Cash,3.0,0.33,7,Saturday,January,168.0,55.440000000000005,High,Morning,True,Large
9386,WALM055,Waxahachie,Fashion accessories,59.0,2.0,2022-02-02,1900-01-01 06:50:00,Cash,4.0,0.33,6,Wednesday,February,118.0,38.940000000000005,High,Night,False,Medium
9387,WALM046,Temple,Home and lifestyle,62.0,3.0,2020-12-22,1900-01-01 06:37:00,Cash,4.0,0.48,6,Tuesday,December,186.0,89.28,High,Night,False,Large
9388,WALM003,San Antonio,Fashion accessories,72.0,3.0,2020-07-04,1900-01-01 14:21:00,Cash,6.0,0.48,14,Saturday,July,216.0,103.67999999999999,High,Afternoon,True,Large
9389,WALM032,Tyler,Home and lifestyle,27.0,1.0,2022-07-02,1900-01-01 08:35:00,Cash,7.0,0.48,8,Saturday,July,27.0,12.959999999999999,Medium,Morning,True,Small
9390,WALM099,Weatherford,Fashion accessories,83.0,3.0,2022-11-13,1900-01-01 14:55:00,Cash,6.0,0.18,14,Sunday,November,249.0,44.82,High,Afternoon,True,Large
9391,WALM084,Schertz,Home and lifestyle,29.0,3.0,2021-01-10,1900-01-01 07:26:00,Cash,7.0,0.33,7,Sunday,January,87.0,28.71,Medium,Morning,True,Medium
9392,WALM075,San Marcos,Fashion accessories,28.0,2.0,2021-11-30,1900-01-01 09:46:00,Cash,4.0,0.33,9,Tuesday,November,56.0,18.48,Medium,Morning,False,Medium
9393,WALM050,Victoria,Home and lifestyle,62.0,3.0,2020-08-26,1900-01-01 12:37:00,Credit card,5.0,0.48,12,Wednesday,August,186.0,89.28,High,Morning,False,Large
9394,WALM046,Temple,Fashion accessories,29.0,1.0,2022-08-12,1900-01-01 14:33:00,Cash,4.0,0.48,14,Friday,August,29.0,13.92,Medium,Afternoon,False,Small
9395,WALM084,Schertz,Home and lifestyle,28.0,1.0,2022-04-29,1900-01-01 07:44:00,Cash,4.0,0.33,7,Friday,April,28.0,9.24,Medium,Morning,False,Small
9396,WALM003,San Antonio,Fashion accessories,59.0,3.0,2023-09-26,1900-01-01 11:01:00,Cash,5.0,0.48,11,Tuesday,September,177.0,84.96,High,Morning,False,Large
9397,WALM084,Schertz,Home and lifestyle,17.0,1.0,2020-09-04,1900-01-01 16:36:00,Cash,6.0,0.33,16,Friday,September,17.0,5.61,Low,Afternoon,False,Small
9398,WALM065,Texas City,Fashion accessories,66.0,3.0,2023-01-22,1900-01-01 15:27:00,Cash,4.0,0.33,15,Sunday,January,198.0,65.34,High,Afternoon,True,Large
9399,WALM084,Schertz,Home and lifestyle,80.0,1.0,2021-06-20,1900-01-01 16:38:00,Cash,4.0,0.33,16,Sunday,June,80.0,26.400000000000002,High,Afternoon,True,Medium
9400,WALM032,Tyler,Fashion accessories,33.0,3.0,2023-03-30,1900-01-01 15:38:00,Cash,5.0,0.48,15,Thursday,March,99.0,47.519999999999996,Medium,Afternoon,False,Medium
9401,WALM075,San Marcos,Home and lifestyle,62.0,3.0,2023-12-07,1900-01-01 13:29:00,Cash,5.0,0.33,13,Thursday,December,186.0,61.38,High,Afternoon,False,Large
9402,WALM029,Round Rock,Fashion accessories,55.0,2.0,2022-04-30,1900-01-01 10:56:00,Cash,7.0,0.48,10,Saturday,April,110.0,52.8,High,Morning,True,Medium
9403,WALM087,Waxahachie,Home and lifestyle,59.0,1.0,2023-07-12,1900-01-01 09:08:00,Cash,5.0,0.33,9,Wednesday,July,59.0,19.470000000000002,High,Morning,False,Medium
9404,WALM086,Rosenberg,Fashion accessories,16.0,1.0,2021-03-02,1900-01-01 16:44:00,Cash,3.0,0.33,16,Tuesday,March,16.0,5.28,Low,Afternoon,False,Small
9405,WALM099,Weatherford,Home and lifestyle,58.0,1.0,2021-03-09,1900-01-01 11:45:00,Cash,7.0,0.18,11,Tuesday,March,58.0,10.44,High,Morning,False,Medium
9406,WALM084,Schertz,Fashion accessories,67.0,2.0,2023-06-29,1900-01-01 09:53:00,Cash,6.0,0.33,9,Thursday,June,134.0,44.22,High,Morning,False,Medium
9407,WALM065,Texas City,Home and lifestyle,38.0,3.0,2023-12-04,1900-01-01 16:27:00,Cash,3.0,0.33,16,Monday,December,114.0,37.620000000000005,Medium,Afternoon,False,Medium
9408,WALM065,Texas City,Fashion accessories,20.0,3.0,2020-08-01,1900-01-01 15:39:00,Cash,6.0,0.33,15,Saturday,August,60.0,19.8,Low,Afternoon,True,Medium
9409,WALM074,Weslaco,Home and lifestyle,29.0,2.0,2022-06-28,1900-01-01 11:51:00,Cash,7.0,0.33,11,Tuesday,June,58.0,19.14,Medium,Morning,False,Medium
9410,WALM058,Port Arthur,Fashion accessories,55.0,1.0,2023-09-09,1900-01-01 10:14:00,Cash,3.0,0.33,10,Saturday,September,55.0,18.150000000000002,High,Morning,True,Medium
9411,WALM009,Plano,Home and lifestyle,33.0,2.0,2020-05-27,1900-01-01 15:23:00,Cash,5.0,0.48,15,Wednesday,May,66.0,31.68,Medium,Afternoon,False,Medium
9412,WALM003,San Antonio,Fashion accessories,52.0,3.0,2020-12-20,1900-01-01 06:58:00,Cash,5.0,0.48,6,Sunday,December,156.0,74.88,High,Night,True,Large
9413,WALM065,Texas City,Home and lifestyle,37.0,3.0,2022-02-21,1900-01-01 11:07:00,Cash,3.0,0.33,11,Monday,February,111.0,36.63,Medium,Morning,False,Medium
9414,WALM003,San Antonio,Fashion accessories,39.0,2.0,2020-07-16,1900-01-01 08:15:00,Cash,4.0,0.48,8,Thursday,July,78.0,37.44,Medium,Morning,False,Medium
9415,WALM086,Rosenberg,Home and lifestyle,22.0,1.0,2022-03-20,1900-01-01 16:45:00,Cash,6.0,0.33,16,Sunday,March,22.0,7.260000000000001,Medium,Afternoon,True,Small
9416,WALM074,Weslaco,Fashion accessories,54.0,1.0,2020-02-16,1900-01-01 16:33:00,Cash,4.0,0.33,16,Sunday,February,54.0,17.82,High,Afternoon,True,Medium
9417,WALM029,Round Rock,Home and lifestyle,50.0,3.0,2021-09-27,1900-01-01 12:59:00,Cash,7.0,0.48,12,Monday,September,150.0,72.0,Medium,Morning,False,Medium
9418,WALM054,Sherman,Fashion accessories,62.0,2.0,2020-10-05,1900-01-01 11:03:00,Cash,7.0,0.33,11,Monday,October,124.0,40.92,High,Morning,False,Medium
9419,WALM065,Texas City,Home and lifestyle,37.0,1.0,2022-05-27,1900-01-01 11:53:00,Cash,4.0,0.33,11,Friday,May,37.0,12.21,Medium,Morning,False,Small
9420,WALM030,Richardson,Fashion accessories,70.0,2.0,2021-06-04,1900-01-01 13:27:00,Cash,6.0,0.48,13,Friday,June,140.0,67.2,High,Afternoon,False,Medium
9421,WALM050,Victoria,Home and lifestyle,62.0,2.0,2020-06-04,1900-01-01 11:01:00,Credit card,7.0,0.48,11,Thursday,June,124.0,59.519999999999996,High,Morning,False,Medium
9422,WALM054,Sherman,Fashion accessories,44.0,2.0,2022-09-10,1900-01-01 12:39:00,Cash,7.0,0.33,12,Saturday,September,88.0,29.040000000000003,Medium,Morning,True,Medium
9423,WALM073,Seguin,Home and lifestyle,30.0,2.0,2020-01-29,1900-01-01 13:02:00,Cash,7.0,0.33,13,Wednesday,January,60.0,19.8,Medium,Afternoon,False,Medium
9424,WALM038,Sugar Land,Fashion accessories,66.0,1.0,2020-08-12,1900-01-01 06:58:00,Cash,4.0,0.48,6,Wednesday,August,66.0,31.68,High,Night,False,Medium
9425,WALM009,Plano,Home and lifestyle,16.0,1.0,2020-05-05,1900-01-01 08:50:00,Cash,7.0,0.48,8,Tuesday,May,16.0,7.68,Low,Morning,False,Small
9426,WALM099,Weatherford,Fashion accessories,84.0,2.0,2020-05-04,1900-01-01 06:36:00,Cash,5.0,0.18,6,Monday,May,168.0,30.24,High,Night,False,Large
9427,WALM054,Sherman,Home and lifestyle,25.0,3.0,2023-09-29,1900-01-01 09:24:00,Cash,6.0,0.21,9,Friday,September,75.0,15.75,Medium,Morning,False,Medium
9428,WALM050,Victoria,Fashion accessories,39.0,2.0,2020-05-28,1900-01-01 13:56:00,Credit card,5.0,0.48,13,Thursday,May,78.0,37.44,Medium,Afternoon,False,Medium
9429,WALM032,Tyler,Home and lifestyle,44.0,1.0,2022-06-20,1900-01-01 07:37:00,Cash,7.0,0.48,7,Monday,June,44.0,21.119999999999997,Medium,Morning,False,Small
9430,WALM086,Rosenberg,Fashion accessories,48.0,3.0,2021-01-19,1900-01-01 16:37:00,Cash,4.0,0.33,16,Tuesday,January,144.0,47.52,Medium,Afternoon,False,Medium
9431,WALM038,Sugar Land,Home and lifestyle,57.0,2.0,2022-11-08,1900-01-01 08:51:00,Cash,3.0,0.48,8,Tuesday,November,114.0,54.72,High,Morning,False,Medium
9432,WALM087,Waxahachie,Fashion accessories,16.0,2.0,2023-11-14,1900-01-01 16:41:00,Cash,4.0,0.33,16,Tuesday,November,32.0,10.56,Low,Afternoon,False,Small
9433,WALM056,Rowlett,Home and lifestyle,50.0,3.0,2021-01-17,1900-01-01 08:20:00,Cash,5.0,0.33,8,Sunday,January,150.0,49.5,Medium,Morning,True,Medium
9434,WALM035,San Angelo,Fashion accessories,85.0,3.0,2023-01-04,1900-01-01 14:32:00,Cash,5.0,0.48,14,Wednesday,January,255.0,122.39999999999999,High,Afternoon,False,Large
9435,WALM099,Weatherford,Home and lifestyle,53.0,2.0,2021-08-24,1900-01-01 07:12:00,Cash,5.0,0.18,7,Tuesday,August,106.0,19.08,High,Morning,False,Medium
